date,strategy_nav,spy_nav,equal_weight_sector_nav,drawdown_pct,drawdown_mode_active,drawdown_breach_active,w_XLB,w_XLE,w_XLF,w_XLI,w_XLK,w_XLP,w_XLU,w_XLV,w_XLY,w_SPY,w_CASH
2025-10-01,0.99955,1.0,1.0,0.0,False,False,0.0,0.07058823529411604,0.0,0.10588235294117679,0.0,0.0,0.0,0.12352941176470718,0.0,0.7,0.0
2025-10-02,0.9996794391866088,1.0011518565068935,0.9993174509139223,0.0003205608133911575,False,False,0.0,0.07058823529411604,0.0,0.10588235294117679,0.0,0.0,0.0,0.12352941176470718,0.0,0.7,0.0
2025-10-03,1.00159395033848,1.0011369732242439,1.0024222748850775,0.0,False,False,0.0,0.07058823529411604,0.0,0.10588235294117679,0.0,0.0,0.0,0.12352941176470718,0.0,0.7,0.0
2025-10-06,1.00435467307681,1.0047273140651127,1.005159424328363,0.0,False,False,0.0,0.07058823529411604,0.0,0.10588235294117679,0.0,0.0,0.0,0.12352941176470718,0.0,0.7,0.0
2025-10-07,1.0013506510726824,1.001002293212538,1.0033311833646597,0.0029909971891950438,False,False,0.0,0.07058823529411604,0.0,0.10588235294117679,0.0,0.0,0.0,0.12352941176470718,0.0,0.7,0.0
2025-10-08,1.0062808955877616,1.0069713113313368,1.006424124122562,0.0,False,False,0.0,0.07058823529411604,0.0,0.10588235294117679,0.0,0.0,0.0,0.12352941176470718,0.0,0.7,0.0
2025-10-09,1.0014239251912234,1.0040540966235492,1.000405048163795,0.004826654682439591,False,False,0.0,0.07058823529411604,0.0,0.10588235294117679,0.0,0.0,0.0,0.12352941176470718,0.0,0.7,0.0
2025-10-10,0.9763022176730876,0.9769167590784599,0.9804766886326673,0.02979156023543872,False,False,0.0,0.07058823529411604,0.0,0.10588235294117679,0.0,0.0,0.0,0.12352941176470718,0.0,0.7,0.0
2025-10-13,0.9886665863705064,0.9919065987270683,0.9913035503785506,0.017504366121317227,False,False,0.0,0.07058823529411604,0.0,0.10588235294117679,0.0,0.0,0.0,0.12352941176470718,0.0,0.7,0.0
2025-10-14,0.9893788524323607,0.9906948438556467,0.9967670928293456,0.016796545804964813,False,False,0.0,0.07058823529411604,0.0,0.10588235294117679,0.0,0.0,0.0,0.12352941176470718,0.0,0.7,0.0
