evaluated_at,evaluated_on,comparison_start_date,comparison_end_date,champion_strategy_cagr,challenger_strategy_cagr,cagr_advantage,champion_strategy_sharpe,challenger_strategy_sharpe,sharpe_advantage,champion_strategy_max_drawdown,challenger_strategy_max_drawdown,drawdown_penalty,champion_turnover,challenger_turnover,turnover_penalty,champion_cost_drag,challenger_cost_drag,cost_drag_penalty,validation_calendar_days,minimum_rebalance_count,promotion_gate_passed,active_model_after_check,promotion_status
2026-08-26T15:38:40.578854+08:00,2026-08-26,2025-10-01,2026-01-30,0.1893170156071304,0.1978885565156427,0.0085715409085123,1.3386255958938345,1.5070236431795985,0.168398047285764,0.0502088468261602,0.0458876137996644,-0.0043212330264957,1.1864227626060684,1.1827814569536426,-0.0036413056524258,0.0017796341439091,0.0017741721854304,-5.461958478638696e-06,121.0,4.0,True,champion,challenger_candidate_confirming
2026-09-26T09:00:38.215868+08:00,2026-09-26,2025-09-24,2026-09-24,0.11047181584793697,0.12028727432792818,0.009815458479991213,0.9455018273990591,0.9027316531340822,-0.04277017426497687,0.06066704017944502,0.08039282607720966,0.019725785897764636,2.4999999999999996,3.9723963808361384,1.4723963808361389,0.0037500000000000003,0.005958594571254208,0.002208594571254208,365.0,9.0,False,champion,champion_retained
