date,ticker,sector,open,high,low,close,volume,adjusted_open,adjusted_high,adjusted_low,adjusted_close,source
2025-12-01,SPY,S&P 500 benchmark,678.8099975585938,682.989990234375,678.739990234375,680.27001953125,61201200.0,673.232272756968,677.3779187836101,673.1628406770591,674.6802978515625,Yahoo Finance via yfinance
2025-12-02,SPY,S&P 500 benchmark,681.9199829101562,683.8200073242188,679.3300170898438,681.530029296875,62953800.0,676.316803165018,678.2012155152329,673.7481184984898,675.9300537109375,Yahoo Finance via yfinance
2025-12-03,SPY,S&P 500 benchmark,680.5700073242188,684.9099731445312,679.6900024414062,683.8900146484375,57238500.0,674.9779023816353,679.2822075879724,674.105128319461,678.2706298828125,Yahoo Finance via yfinance
2025-12-04,SPY,S&P 500 benchmark,685.2999877929688,685.3699951171875,681.3400268554688,684.3900146484375,61970300.0,679.6690366334618,679.7384687237238,675.7416137771377,678.7665405273438,Yahoo Finance via yfinance
2025-12-05,SPY,S&P 500 benchmark,685.469970703125,688.3900146484375,684.5800170898438,685.6900024414062,79241000.0,679.8375623637357,682.7336127271673,678.9549213715281,680.0557861328125,Yahoo Finance via yfinance
2025-12-08,SPY,S&P 500 benchmark,686.5900268554688,686.6400146484375,681.5700073242188,683.6300048828125,55231500.0,680.9484564225444,680.9980334759979,675.9696853695019,678.0127563476562,Yahoo Finance via yfinance
2025-12-09,SPY,S&P 500 benchmark,683.1500244140625,685.3900146484375,682.5900268554688,683.0399780273438,58310100.0,677.5367544682442,679.7583392727543,676.9813582671167,677.4276123046875,Yahoo Finance via yfinance
2025-12-10,SPY,S&P 500 benchmark,682.5599975585938,688.969970703125,681.3099975585938,687.5700073242188,85671300.0,676.9515664343469,683.3088703732143,675.711837383319,681.92041015625,Yahoo Finance via yfinance
2025-12-11,SPY,S&P 500 benchmark,685.1400146484375,689.25,682.1699829101562,689.1699829101562,86173700.0,679.5104080599091,683.5866227950731,676.5647802535024,683.5072631835938,Yahoo Finance via yfinance
2025-12-12,SPY,S&P 500 benchmark,688.1699829101562,688.8800048828125,679.1699829101562,681.760009765625,113160300.0,682.5154459360199,683.2196338188487,673.5893968987631,676.1581420898438,Yahoo Finance via yfinance
2025-12-15,SPY,S&P 500 benchmark,685.739990234375,685.760009765625,679.25,680.72998046875,90811000.0,680.1053789946951,680.1252340287925,673.6687159286942,675.1365356445312,Yahoo Finance via yfinance
2025-12-16,SPY,S&P 500 benchmark,679.22998046875,681.0800170898438,674.97998046875,678.8699951171875,122030600.0,673.6488975485244,675.4837328267965,669.4338188610296,673.2918701171875,Yahoo Finance via yfinance
2025-12-17,SPY,S&P 500 benchmark,679.8900146484375,680.4400024414062,671.2000122070312,671.4000244140625,110625200.0,674.3034691132465,674.8489377460819,665.6848710067972,665.8832397460938,Yahoo Finance via yfinance
2025-12-18,SPY,S&P 500 benchmark,677.5999755859375,680.739990234375,674.9000244140625,676.469970703125,108650100.0,672.0322187932205,675.1464323222394,669.3544527925658,670.9114990234375,Yahoo Finance via yfinance
2025-12-19,SPY,S&P 500 benchmark,676.5900268554688,681.0900268554688,676.469970703125,680.5900268554688,103599500.0,673.0134542661981,677.4896664833268,672.8940327515619,676.9923095703125,Yahoo Finance via yfinance
2025-12-22,SPY,S&P 500 benchmark,683.9400024414062,685.3599853515625,680.5900268554688,684.8300170898438,69556700.0,680.3245290528953,681.7370055876305,676.9922622536055,681.2098388671875,Yahoo Finance via yfinance
2025-12-23,SPY,S&P 500 benchmark,683.9199829101562,688.2000122070312,683.8699951171875,687.9600219726562,64840000.0,680.3046207584179,684.562024812114,680.2548972126992,684.3233032226562,Yahoo Finance via yfinance
2025-12-24,SPY,S&P 500 benchmark,687.9500122070312,690.8300170898438,687.7999877929688,690.3800048828125,39445600.0,684.313382495532,687.1781631452748,684.164151137988,686.7305297851562,Yahoo Finance via yfinance
2025-12-26,SPY,S&P 500 benchmark,690.6400146484375,691.6599731445312,689.27001953125,690.3099975585938,41613300.0,686.989161229118,688.0037280321676,685.6264081645946,686.660888671875,Yahoo Finance via yfinance
2025-12-29,SPY,S&P 500 benchmark,687.5399780273438,689.2000122070312,686.0700073242188,687.8499755859375,62559500.0,683.9055083361335,685.5567672531378,682.4433081832867,684.2138671875,Yahoo Finance via yfinance
2025-12-30,SPY,S&P 500 benchmark,687.4500122070312,688.5599975585938,686.5800170898438,687.010009765625,47160700.0,683.8159723723246,684.9200900521846,682.9505762759469,683.3782958984375,Yahoo Finance via yfinance
2025-12-31,SPY,S&P 500 benchmark,687.1400146484375,687.3599853515625,681.7100219726562,681.9199829101562,74144800.0,683.5076844111845,683.726492314561,678.1063955310838,678.3152465820312,Yahoo Finance via yfinance
2026-01-02,SPY,S&P 500 benchmark,685.7100219726562,686.8699951171875,679.8200073242188,683.1699829101562,89377200.0,682.0852055985325,683.2390468658663,676.2263268834449,679.55859375,Yahoo Finance via yfinance
2026-01-05,SPY,S&P 500 benchmark,686.5399780273438,689.4299926757812,686.3800048828125,687.719970703125,71927200.0,682.910839643419,685.7855773037328,682.7517121374489,684.0845947265625,Yahoo Finance via yfinance
2026-01-06,SPY,S&P 500 benchmark,687.9299926757812,692.3200073242188,687.780029296875,691.8099975585938,69273800.0,684.2934596862484,688.6602678554459,684.1442890432024,688.1529541015625,Yahoo Finance via yfinance
2026-01-07,SPY,S&P 500 benchmark,692.1900024414062,693.9600219726562,689.3200073242188,689.5800170898438,75588300.0,688.5309418430683,690.2916046822218,685.6761181181482,685.9347534179688,Yahoo Finance via yfinance
2026-01-08,SPY,S&P 500 benchmark,688.8200073242188,690.6199951171875,687.489990234375,689.510009765625,64019200.0,685.1787573638412,686.9692300361542,683.8557710289468,685.8651123046875,Yahoo Finance via yfinance
2026-01-09,SPY,S&P 500 benchmark,690.6300048828125,695.3099975585938,689.1799926757812,694.0700073242188,80125500.0,686.9791831428475,691.6344363504869,685.5368360184962,690.4010009765625,Yahoo Finance via yfinance
2026-01-12,SPY,S&P 500 benchmark,690.6799926757812,696.0900268554688,690.6300048828125,695.1599731445312,63976000.0,687.0289310253164,692.410366767912,686.979207477028,691.4852294921875,Yahoo Finance via yfinance
2026-01-13,SPY,S&P 500 benchmark,695.489990234375,696.0900268554688,691.3499755859375,693.77001953125,78309700.0,691.813478661017,692.4103433578374,687.6953490317495,690.1026000976562,Yahoo Finance via yfinance
2026-01-14,SPY,S&P 500 benchmark,691.0,691.719970703125,686.0399780273438,690.3599853515625,94676700.0,687.347202661372,688.0633674208381,682.4134005947378,686.7105712890625,Yahoo Finance via yfinance
2026-01-15,SPY,S&P 500 benchmark,694.5700073242188,695.4500122070312,691.25,692.239990234375,77862000.0,690.8983886882239,691.7737417111902,687.5959315038539,688.5806884765625,Yahoo Finance via yfinance
2026-01-16,SPY,S&P 500 benchmark,693.6599731445312,694.25,690.0999755859375,691.6599731445312,79289200.0,689.9931507530615,690.5800586110835,686.4519720383781,688.0037231445312,Yahoo Finance via yfinance
2026-01-20,SPY,S&P 500 benchmark,681.489990234375,684.77001953125,676.5700073242188,677.5800170898438,111623300.0,677.8874730475171,681.1501633341576,672.9934983300664,673.9981689453125,Yahoo Finance via yfinance
2026-01-21,SPY,S&P 500 benchmark,679.6500244140625,688.739990234375,678.1300048828125,685.4000244140625,127844500.0,676.0572511802958,685.0991655259935,674.5452667925615,681.77685546875,Yahoo Finance via yfinance
2026-01-22,SPY,S&P 500 benchmark,689.8499755859375,691.1300048828125,686.9199829101562,688.97998046875,77112200.0,686.2033478813381,687.476610793547,683.2888434897402,685.3379516601562,Yahoo Finance via yfinance
2026-01-23,SPY,S&P 500 benchmark,688.1500244140625,690.9600219726562,687.1599731445312,689.22998046875,63059600.0,684.5123006998919,687.3074439470811,683.5274830754288,685.5865478515625,Yahoo Finance via yfinance
2026-01-26,SPY,S&P 500 benchmark,690.489990234375,694.1300048828125,689.9199829101562,692.72998046875,60473800.0,686.8399658941375,690.4607389282814,686.2729717064406,689.068115234375,Yahoo Finance via yfinance
2026-01-27,SPY,S&P 500 benchmark,694.1799926757812,696.530029296875,693.5700073242188,695.489990234375,55506100.0,690.5104039402848,692.8480177488461,689.9036431059924,691.8134765625,Yahoo Finance via yfinance
2026-01-28,SPY,S&P 500 benchmark,697.0499877929688,697.8400268554688,693.9400024414062,695.4199829101562,61172200.0,693.3652237572153,694.1510864943795,690.271678492269,691.7438354492188,Yahoo Finance via yfinance
2026-01-29,SPY,S&P 500 benchmark,696.3900146484375,697.0599975585938,684.8300170898438,694.0399780273438,97486200.0,692.7087686795362,693.375209936545,681.2098793986574,690.3711547851562,Yahoo Finance via yfinance
2026-01-30,SPY,S&P 500 benchmark,691.7899780273438,694.2100219726562,687.1199951171875,691.969970703125,101835100.0,688.1330925763239,690.540343876794,683.4877957603626,688.3121337890625,Yahoo Finance via yfinance
2026-02-02,SPY,S&P 500 benchmark,689.5800170898438,696.9299926757812,689.4199829101562,695.4099731445312,79286500.0,685.9347490634862,693.2458711004026,685.7755608588325,691.73388671875,Yahoo Finance via yfinance
2026-02-03,SPY,S&P 500 benchmark,696.2100219726562,696.9600219726562,684.030029296875,689.530029296875,107904600.0,692.529690413304,693.2757257351432,680.4140840721383,685.885009765625,Yahoo Finance via yfinance
2026-02-04,SPY,S&P 500 benchmark,690.3499755859375,691.4500122070312,681.760009765625,686.1900024414062,105204600.0,686.7006659106327,687.7948875474046,678.1561081391175,682.5626831054688,Yahoo Finance via yfinance
2026-02-05,SPY,S&P 500 benchmark,680.9400024414062,683.6900024414062,675.7899780273438,677.6199951171875,113610800.0,677.3404209861714,680.0758839506523,672.2176206040476,674.0379638671875,Yahoo Finance via yfinance
2026-02-06,SPY,S&P 500 benchmark,681.4600219726562,692.3099975585938,680.8499755859375,690.6199951171875,89127600.0,677.8576866055596,688.6503070282812,677.2508650473027,686.96923828125,Yahoo Finance via yfinance
2026-02-09,SPY,S&P 500 benchmark,689.4199829101562,695.8699951171875,688.3400268554688,693.9500122070312,73885200.0,685.7755337993461,692.1914496038428,684.7012866666231,690.2816162109375,Yahoo Finance via yfinance
2026-02-10,SPY,S&P 500 benchmark,694.9500122070312,696.5399780273438,691.6599731445312,692.1199951171875,65185700.0,691.276360737094,692.8579216647231,688.0037135108784,688.4613037109375,Yahoo Finance via yfinance
2026-02-11,SPY,S&P 500 benchmark,696.3900146484375,697.1400146484375,689.1799926757812,691.9600219726562,76353900.0,692.7087599208829,693.4547952732178,685.5368515439336,688.3021850585938,Yahoo Finance via yfinance
2026-02-12,SPY,S&P 500 benchmark,694.239990234375,695.3499755859375,680.3699951171875,681.27001953125,118829000.0,690.5701102294341,691.6742279947084,676.7734344520502,677.668701171875,Yahoo Finance via yfinance
2026-02-13,SPY,S&P 500 benchmark,681.6900024414062,686.280029296875,677.52001953125,681.75,96267500.0,678.0864377658819,682.6522007204912,673.9384983110481,678.1461181640625,Yahoo Finance via yfinance
2026-02-17,SPY,S&P 500 benchmark,680.1400146484375,684.9400024414062,675.780029296875,682.8499755859375,81354700.0,676.5446598627462,681.31927396984,672.2077222570326,679.2402954101562,Yahoo Finance via yfinance
2026-02-18,SPY,S&P 500 benchmark,684.02001953125,689.1500244140625,682.8300170898438,686.2899780273438,73570300.0,680.4041503420104,685.507036973797,679.2204384959671,682.662109375,Yahoo Finance via yfinance
2026-02-19,SPY,S&P 500 benchmark,683.8400268554688,686.1799926757812,681.5499877929688,684.47998046875,58649400.0,680.2251236342836,682.5527199680946,677.9471901363287,680.8616943359375,Yahoo Finance via yfinance
2026-02-20,SPY,S&P 500 benchmark,682.3200073242188,690.0599975585938,681.72998046875,689.4299926757812,100034000.0,678.7131823752115,686.4122580979458,678.126274472082,685.7855834960938,Yahoo Finance via yfinance
2026-02-23,SPY,S&P 500 benchmark,687.8300170898438,690.0,680.3699951171875,682.3900146484375,90558100.0,684.1940214696967,686.3525334522094,676.7734345413753,678.7827758789062,Yahoo Finance via yfinance
2026-02-24,SPY,S&P 500 benchmark,681.9000244140625,688.3499755859375,680.0,687.3499755859375,73798700.0,678.295350173768,684.7112054782021,676.4053697086953,683.7164916992188,Yahoo Finance via yfinance
2026-02-25,SPY,S&P 500 benchmark,690.1799926757812,693.6799926757812,690.0999755859375,693.1500244140625,56369500.0,686.53156929616,690.0130676270821,686.4519751919497,689.4859008789062,Yahoo Finance via yfinance
2026-02-26,SPY,S&P 500 benchmark,693.280029296875,693.2999877929688,684.3499755859375,689.2999877929688,71671000.0,689.615191050754,689.6350440416309,680.7323436648176,685.6561889648438,Yahoo Finance via yfinance
2026-02-27,SPY,S&P 500 benchmark,683.0900268554688,686.8599853515625,681.6400146484375,685.989990234375,83308900.0,679.4790749097389,683.2291046432514,678.0367277603054,682.3637084960938,Yahoo Finance via yfinance
2026-03-02,SPY,S&P 500 benchmark,678.7000122070312,688.6199951171875,678.02001953125,686.3800048828125,87477200.0,675.1122534180175,684.9797970984218,674.4358553343317,682.7516479492188,Yahoo Finance via yfinance
2026-03-03,SPY,S&P 500 benchmark,675.0599975585938,682.6099853515625,669.6599731445312,680.3300170898438,105003100.0,671.4915420947397,679.0016196644848,666.1200629162043,676.7337036132812,Yahoo Finance via yfinance
2026-03-04,SPY,S&P 500 benchmark,681.6300048828125,687.0900268554688,679.6199951171875,685.1300048828125,79182200.0,678.026802327329,683.4579617719511,676.027417786932,681.50830078125,Yahoo Finance via yfinance
2026-03-05,SPY,S&P 500 benchmark,682.0800170898438,685.530029296875,675.6099853515625,681.3099975585938,106606500.0,678.4743840881955,681.9061587313661,672.0385544367263,677.7084350585938,Yahoo Finance via yfinance
2026-03-06,SPY,S&P 500 benchmark,673.4099731445312,676.1099853515625,669.760009765625,672.3800048828125,100687000.0,669.8501461298736,672.5358853430707,666.2194774432897,668.8256225585938,Yahoo Finance via yfinance
2026-03-09,SPY,S&P 500 benchmark,666.3900146484375,679.9199829101562,662.3900146484375,678.27001953125,102667700.0,662.8673051642795,676.3257505242918,658.888450195908,674.6845092773438,Yahoo Finance via yfinance
2026-03-10,SPY,S&P 500 benchmark,677.719970703125,683.3599853515625,674.760009765625,677.1799926757812,81505300.0,674.1374043547928,679.7476047325034,671.1930903760745,673.6002807617188,Yahoo Finance via yfinance
2026-03-11,SPY,S&P 500 benchmark,677.5800170898438,680.0800170898438,673.3400268554688,676.3300170898438,68441700.0,673.9982140650914,676.4849986405864,669.7806371390539,672.7548217773438,Yahoo Finance via yfinance
2026-03-12,SPY,S&P 500 benchmark,671.1599731445312,671.6500244140625,665.8699951171875,666.0599975585938,108882200.0,667.6120785283837,668.0995392824933,662.3500644519811,662.5390625,Yahoo Finance via yfinance
2026-03-13,SPY,S&P 500 benchmark,669.27001953125,672.3400268554688,661.3599853515625,662.2899780273438,97200200.0,665.7321452917186,668.7859240392634,657.863924887251,658.7890014648438,Yahoo Finance via yfinance
2026-03-16,SPY,S&P 500 benchmark,668.3800048828125,672.0700073242188,667.1199951171875,669.030029296875,82023100.0,664.8468199428278,668.5173163233716,663.5934708305671,665.493408203125,Yahoo Finance via yfinance
2026-03-17,SPY,S&P 500 benchmark,672.3900146484375,674.4400024414062,669.7000122070312,670.7899780273438,87128000.0,668.8355969918504,670.8747480492216,666.1598145596139,667.2440185546875,Yahoo Finance via yfinance
2026-03-18,SPY,S&P 500 benchmark,668.3599853515625,669.719970703125,661.1900024414062,661.4299926757812,82062600.0,664.8268919718373,666.1796881508768,657.6948111200146,657.9335327148438,Yahoo Finance via yfinance
2026-03-19,SPY,S&P 500 benchmark,656.969970703125,662.97998046875,655.1699829101562,659.7999877929688,111272500.0,653.497076818377,659.4753162945015,651.7066041735543,656.3121337890625,Yahoo Finance via yfinance
2026-03-20,SPY,S&P 500 benchmark,656.510009765625,656.6900024414062,644.719970703125,648.5700073242188,163617500.0,654.8230422006715,655.0025723674255,643.063298812559,646.9034423828125,Yahoo Finance via yfinance
2026-03-23,SPY,S&P 500 benchmark,658.0700073242188,662.6199951171875,653.9400024414062,655.3800048828125,134802700.0,656.3790129905765,660.9173090129275,652.2596206790361,653.6959228515625,Yahoo Finance via yfinance
2026-03-24,SPY,S&P 500 benchmark,651.3200073242188,657.030029296875,649.8800048828125,653.1799926757812,96457500.0,649.6463809650626,655.3417305137531,648.2100787416998,651.5015869140625,Yahoo Finance via yfinance
2026-03-25,SPY,S&P 500 benchmark,658.6699829101562,660.8900146484375,654.239990234375,656.8200073242188,90653800.0,656.9774239230809,659.1917509309695,652.5588148295345,655.1322021484375,Yahoo Finance via yfinance
2026-03-26,SPY,S&P 500 benchmark,652.0599975585938,654.8499755859375,644.8200073242188,645.0900268554688,96494400.0,650.3844333840033,653.1672421520028,643.1630473705688,643.432373046875,Yahoo Finance via yfinance
2026-03-27,SPY,S&P 500 benchmark,642.5,642.6599731445312,633.1099853515625,634.0900268554688,103649400.0,640.8489947137006,641.0085567819559,631.4831091918358,632.4606323242188,Yahoo Finance via yfinance
2026-03-30,SPY,S&P 500 benchmark,640.1099853515625,640.3699951171875,629.280029296875,631.969970703125,99275900.0,638.4651675144013,638.7245091624994,627.6630399662237,630.3460693359375,Yahoo Finance via yfinance
2026-03-31,SPY,S&P 500 benchmark,638.9400024414062,651.5399780273438,637.97998046875,650.3400268554688,152534100.0,637.2981538716512,649.865752001465,636.3405988140365,648.6688842773438,Yahoo Finance via yfinance
2026-04-01,SPY,S&P 500 benchmark,653.9000244140625,658.52001953125,653.0,655.239990234375,97841500.0,652.219751792706,656.8278752918841,651.3220400966815,653.5562744140625,Yahoo Finance via yfinance
2026-04-02,SPY,S&P 500 benchmark,646.4199829101562,658.2000122070312,645.1099853515625,655.8300170898438,68358700.0,644.7589215344626,656.5086804928782,643.4522901873171,654.144775390625,Yahoo Finance via yfinance
2026-04-06,SPY,S&P 500 benchmark,655.8599853515625,659.719970703125,655.52001953125,658.9299926757812,39105800.0,654.1746977251443,658.0247645183308,653.8356054757206,657.23681640625,Yahoo Finance via yfinance
2026-04-07,SPY,S&P 500 benchmark,656.6500244140625,659.6099853515625,651.0599975585938,659.219970703125,69980400.0,654.9626585699763,657.9150134208243,649.386996170508,657.5260009765625,Yahoo Finance via yfinance
2026-04-08,SPY,S&P 500 benchmark,676.3900146484375,677.0800170898438,671.4600219726562,676.010009765625,93606100.0,674.6519776493207,675.3402070755335,669.734652974974,674.27294921875,Yahoo Finance via yfinance
2026-04-09,SPY,S&P 500 benchmark,674.8400268554688,681.1599731445312,673.77001953125,679.9099731445312,57134400.0,673.1059235004034,679.4096297331154,672.0386657215836,678.162841796875,Yahoo Finance via yfinance
2026-04-10,SPY,S&P 500 benchmark,681.3200073242188,682.030029296875,678.4500122070312,679.4600219726562,42253500.0,679.5692561407437,680.2774536083281,676.7066358948267,677.7140502929688,Yahoo Finance via yfinance
2026-04-13,SPY,S&P 500 benchmark,677.4099731445312,686.2999877929688,676.5800170898438,686.0999755859375,54185800.0,675.669302461078,684.536473353906,674.8414790590384,684.3369750976562,Yahoo Finance via yfinance
2026-04-14,SPY,S&P 500 benchmark,687.6900024414062,694.5800170898438,687.6599731445312,694.4600219726562,63480500.0,685.9229138241225,692.7952238870419,685.8929616905456,692.675537109375,Yahoo Finance via yfinance
2026-04-15,SPY,S&P 500 benchmark,695.260009765625,700.280029296875,694.2000122070312,699.9400024414062,58240400.0,693.4734516118131,698.480571570673,692.4161778504387,698.1414184570312,Yahoo Finance via yfinance
2026-04-16,SPY,S&P 500 benchmark,701.0599975585938,702.780029296875,698.530029296875,701.6599731445312,49972400.0,699.2585607342904,700.9741726960574,696.7350934539525,699.8569946289062,Yahoo Finance via yfinance
2026-04-17,SPY,S&P 500 benchmark,706.1400146484375,712.3900146484375,705.760009765625,710.1400146484375,70661900.0,704.3255249385737,710.5594650064761,703.9464965121796,708.3152465820312,Yahoo Finance via yfinance
2026-04-20,SPY,S&P 500 benchmark,708.780029296875,709.9099731445312,706.1400146484375,708.719970703125,43546800.0,706.9587079747221,708.0857482546458,704.3254772575062,706.8988037109375,Yahoo Finance via yfinance
2026-04-21,SPY,S&P 500 benchmark,710.280029296875,711.280029296875,702.6400146484375,704.0800170898438,58941400.0,708.4548936431559,709.4523240430285,700.8345107773317,702.2708129882812,Yahoo Finance via yfinance
2026-04-22,SPY,S&P 500 benchmark,709.1500244140625,711.4500122070312,708.219970703125,711.2100219726562,42518500.0,707.3278031045794,709.6218808832724,706.4001392457644,709.3825073242188,Yahoo Finance via yfinance
2026-04-23,SPY,S&P 500 benchmark,709.5,712.3599853515625,702.280029296875,708.4500122070312,56174000.0,707.6768673789517,710.5295037064266,700.4754491270062,706.6295776367188,Yahoo Finance via yfinance
2026-04-24,SPY,S&P 500 benchmark,710.75,714.469970703125,709.010009765625,713.9400024414062,45182000.0,708.9236633096505,712.6340752101273,707.1881441382454,712.10546875,Yahoo Finance via yfinance
2026-04-27,SPY,S&P 500 benchmark,713.1699829101562,715.6300048828125,712.2999877929688,715.1699829101562,33135900.0,711.3374146094498,713.7911152864904,710.4696550399041,713.332275390625,Yahoo Finance via yfinance
2026-04-28,SPY,S&P 500 benchmark,711.8200073242188,712.8800048828125,709.25,711.6900024414062,43117400.0,709.9908768700561,711.0481506026886,707.4274735730012,709.8612060546875,Yahoo Finance via yfinance
2026-04-29,SPY,S&P 500 benchmark,711.0,712.2000122070312,708.3699951171875,711.5800170898438,41859200.0,709.1729992133655,710.3699278433978,706.5497524472755,709.7515258789062,Yahoo Finance via yfinance
2026-04-30,SPY,S&P 500 benchmark,714.6300048828125,719.7899780273438,710.4500122070312,718.6599731445312,67240900.0,712.7936806635566,717.9403946619685,708.6244289610544,716.8132934570312,Yahoo Finance via yfinance
2026-05-01,SPY,S&P 500 benchmark,721.25,724.8699951171875,720.469970703125,720.6500244140625,43049800.0,719.3966516418469,723.0073446973263,718.6186267345964,718.7982177734375,Yahoo Finance via yfinance
2026-05-04,SPY,S&P 500 benchmark,720.0700073242188,722.1199951171875,714.989990234375,718.010009765625,51950600.0,718.2196821209096,720.2644021704073,713.152718877996,716.1649780273438,Yahoo Finance via yfinance
2026-05-05,SPY,S&P 500 benchmark,721.77001953125,725.0399780273438,721.489990234375,723.77001953125,36933200.0,719.9153564929043,723.1769124909786,719.6360467603954,721.9102172851562,Yahoo Finance via yfinance
2026-05-06,SPY,S&P 500 benchmark,728.1599731445312,734.5900268554688,727.8200073242188,733.8300170898438,53288900.0,726.288861980811,732.7023927493656,725.9497697512824,731.9443359375,Yahoo Finance via yfinance
2026-05-07,SPY,S&P 500 benchmark,735.0499877929688,736.1300048828125,729.75,731.5800170898438,51724600.0,733.161188473549,734.238430329629,727.8748196364371,729.7001342773438,Yahoo Finance via yfinance
2026-05-08,SPY,S&P 500 benchmark,734.9299926757812,738.0800170898438,734.5700073242188,737.6199951171875,47227100.0,733.0415191543954,736.1834492768152,732.6824588199246,735.724609375,Yahoo Finance via yfinance
2026-05-11,SPY,S&P 500 benchmark,736.4500122070312,740.7899780273438,736.4500122070312,739.2999877929688,44024000.0,734.5576163199453,738.8864300819614,734.5576163199453,737.4002685546875,Yahoo Finance via yfinance
2026-05-12,SPY,S&P 500 benchmark,736.8900146484375,738.8400268554688,731.8300170898438,738.1799926757812,54185300.0,734.9964788307154,736.9414802248905,729.9494836014034,736.2831420898438,Yahoo Finance via yfinance
2026-05-13,SPY,S&P 500 benchmark,738.469970703125,743.9099731445312,735.469970703125,742.3099975585938,44200200.0,736.5723674930287,741.9983910774667,733.5800764180441,740.4025268554688,Yahoo Finance via yfinance
2026-05-14,SPY,S&P 500 benchmark,743.6500244140625,749.530029296875,743.5599975585938,748.1699829101562,45307600.0,741.7391534739264,747.6040491923611,741.649357949993,746.2474975585938,Yahoo Finance via yfinance
2026-05-15,SPY,S&P 500 benchmark,741.7899780273438,743.4600219726562,737.9600219726562,739.1699829101562,60410800.0,739.8838927249178,741.5496453663399,736.0637780312098,737.2706298828125,Yahoo Finance via yfinance
2026-05-18,SPY,S&P 500 benchmark,739.8300170898438,741.4199829101562,733.3900146484375,738.6500244140625,47843900.0,737.9289136337939,739.5147938000424,731.5054597381557,736.751953125,Yahoo Finance via yfinance
2026-05-19,SPY,S&P 500 benchmark,734.780029296875,737.6500244140625,731.530029296875,733.72998046875,54255900.0,732.8919551385734,735.7545755811656,729.650306265128,731.8446044921875,Yahoo Finance via yfinance
