model_role,model_name,start_date,end_date,strategy_cagr,spy_cagr,strategy_excess_cagr_vs_spy,strategy_ann_vol,strategy_sharpe,strategy_sortino,strategy_max_drawdown,cumulative_one_way_turnover,trade_count,cost_drag_total_nav_pct
champion,robust_ensemble_champion,2025-10-01,2026-01-30,0.18931701560713043,0.10931513137699866,0.08000188423013177,0.11466534221628044,1.3386255958938345,1.6543209004233188,0.050208846826160225,1.1864227626060684,4,0.0017796341439091025
challenger,logistic_price_relative_challenger,2025-10-01,2026-01-30,0.19788855651564274,0.10931513137699866,0.08857342513864408,0.10604220926936611,1.5070236431795985,1.9128065211699492,0.04588761379966444,1.1827814569536426,4,0.0017741721854304638
